id,age,priors_count,is_recid,duree_dehors,duree_prison,is_Male,Other,Farmer,Worker,OfficeWorker,Manager,CivilServant
55,29,0,0,3.1557077625570855,0.0,True,0,0,1,0,0,0
56,21,2,0,2.336073059360615,0.21712328767125655,False,0,1,0,0,0,0
57,51,2,0,3.039497716894857,0.002739726027357392,True,0,1,0,0,0,0
59,29,2,1,1.9331050228311142,0.002739726027357392,True,0,0,1,0,0,0
60,25,0,0,1.8086757990865863,0.7472602739726426,True,0,1,0,0,0,0
61,51,7,0,3.075114155250958,0.005479452054942158,False,0,1,0,0,0,0
62,28,8,0,1.4917808219177005,0.0027397260275847657,True,0,0,1,0,0,0
63,36,22,0,1.0477168949771567,0.5356164383561008,True,0,1,0,0,0,0
64,29,0,1,2.024657534246444,0.0,True,0,1,0,0,0,0
65,29,0,0,1.7280821917806861,0.005479452054942158,True,1,0,0,0,0,0
66,25,9,1,1.9413242009131864,0.01757990867577064,True,0,0,1,0,0,0
67,35,13,1,1.8141552511415284,0.002739726027357392,True,0,1,0,0,0,0
68,49,0,0,2.610730593607286,0.0,True,0,0,1,0,0,0
69,34,4,1,1.2335616438356283,0.1392694063927138,True,0,1,0,0,0,0
70,29,0,0,2.883789954337999,0.0,True,0,1,0,0,0,0
71,29,1,1,2.8388127853879723,0.0,True,0,0,1,0,0,0
72,28,0,0,2.316894977168886,0.002739726027357392,False,1,0,0,0,0,0
73,51,0,0,1.3700913242009847,0.0684931506848443,True,0,0,1,0,0,0
74,25,0,0,1.774657534246444,0.0,True,0,0,1,0,0,0
75,48,20,1,2.0027397260273574,0.03675799086749976,True,0,0,1,0,0,0
76,33,1,0,1.3810502283106416,0.002739726027357392,True,0,0,1,0,0,0
77,63,1,0,2.714383561643899,0.02191780821908651,False,0,0,0,1,0,0
78,30,3,0,1.355251141552344,0.005479452054942158,True,0,1,0,0,0,0
79,31,15,1,2.61461187214627,0.3716894977167158,True,0,1,0,0,0,0
80,24,2,1,2.480821917808271,0.005479452054714784,True,0,1,0,0,0,0
81,27,0,0,1.3442922374429145,0.002739726027357392,True,0,1,0,0,0,0
82,32,3,0,1.6173515981736273,0.002739726027357392,True,0,0,1,0,0,0
83,30,0,0,3.0833333333332575,0.06141552511417103,True,0,0,0,1,0,0
84,49,4,0,2.5422374429222145,0.002739726027357392,True,0,1,0,0,0,0
85,53,8,0,2.789497716894857,0.035616438356100844,True,0,0,1,0,0,0
86,31,0,0,1.2773972602740287,0.0,False,0,0,0,1,0,0
87,35,5,0,3.086073059360615,0.002739726027357392,True,0,1,0,0,0,0
88,63,10,1,2.760958904109657,0.0970319634700445,True,0,1,0,0,0,0
89,33,2,0,1.9111872146120277,0.002739726027357392,True,0,1,0,0,0,0
90,27,15,1,1.5340182648401424,0.002739726027357392,True,0,1,0,0,0,0
91,38,4,1,3.1025114155249867,0.005479452054714784,True,0,0,1,0,0,0
92,46,9,0,2.9726027397259713,0.005479452054714784,True,0,0,1,0,0,0
93,22,1,1,2.3223744292236006,0.002739726027357392,True,0,1,0,0,0,0
94,34,0,0,1.6173515981736273,0.0,False,0,0,1,0,0,0
95,22,2,1,2.4671232876712565,0.33607305936061493,True,0,1,0,0,0,0
96,29,4,1,3.0805936073059,0.050456621004741464,True,0,1,0,0,0,0
97,62,0,0,3.1776255707763994,0.0,True,0,0,0,1,0,0
98,27,6,1,1.7840182648401424,0.08333333333348492,True,0,1,0,0,0,0
99,33,0,0,2.008219178082072,0.0027397260275847657,True,1,0,0,0,0,0
100,56,0,0,2.4468036529681285,0.00936073059347109,False,0,1,0,0,0,0
101,45,6,1,2.5027397260273574,0.6639269406393851,True,0,0,0,1,0,0
102,22,1,0,2.7977168949771567,0.002739726027357392,True,0,0,0,1,0,0
103,31,2,0,1.3442922374429145,0.002739726027357392,False,0,0,1,0,0,0
104,34,0,0,2.0219178082190865,1.1529680365297281,True,0,1,0,0,0,0
105,39,1,0,3.0027397260273574,0.013698630137014334,True,0,1,0,0,0,0
106,24,4,0,1.4753424657533287,0.002739726027357392,True,0,1,0,0,0,0
107,29,5,1,3.1776255707763994,0.002739726027357392,True,0,1,0,0,0,0
108,27,1,1,1.239041095890343,0.03835616438368561,True,0,0,1,0,0,0
110,24,1,0,2.260958904109657,0.0,False,0,0,0,1,0,0
111,40,2,0,2.6858447488584716,0.00821917808229955,True,0,1,0,0,0,0
112,51,1,0,2.0888127853879723,0.15022831050237073,True,0,1,0,0,0,0
113,22,1,1,2.5027397260273574,0.04497716894979931,True,0,1,0,0,0,0
114,22,0,0,2.902968036529728,0.1639269406391577,True,0,0,1,0,0,0
115,26,1,1,2.3415525114153297,0.005479452054942158,False,0,1,0,0,0,0
116,27,1,1,1.708904109588957,0.05205479452069994,True,0,0,1,0,0,0
118,32,3,0,2.781278538812785,0.19132420091318636,True,0,0,1,0,0,0
119,32,0,0,3.0219178082190865,0.002739726027357392,True,0,1,0,0,0,0
120,41,1,0,3.030136986301386,0.012100456620828481,True,0,1,0,0,0,0
121,50,0,0,1.8783105022830568,0.0027397260275847657,True,0,0,1,0,0,0
122,30,8,1,3.0586757990865863,0.002739726027357392,True,0,1,0,0,0,0
123,66,0,0,1.4029680365297281,0.002739726027357392,True,0,1,0,0,0,0
124,52,3,0,2.5027397260273574,0.024657534246671275,True,0,1,0,0,0,0
126,22,3,0,1.7308219178082709,0.0,True,0,0,1,0,0,0
127,50,0,1,1.5970319634702719,0.002739726027357392,True,1,0,0,0,0,0
128,25,14,1,2.878310502283057,0.01917808219195649,True,0,1,0,0,0,0
130,20,0,1,2.4413242009131864,0.0027397260275847657,True,1,0,0,0,0,0
131,22,2,1,2.075114155250958,0.08059360730612752,True,0,1,0,0,0,0
132,23,2,1,1.6107305936072862,0.002739726027357392,True,0,1,0,0,0,0
133,54,6,0,1.3114155251139437,0.2883561643836856,True,0,1,0,0,0,0
134,40,4,0,1.9616438356163144,0.0027397260275847657,True,0,0,1,0,0,0
135,25,10,0,1.5367579908674998,0.4933789954338863,True,0,1,0,0,0,0
136,35,1,0,2.950684931506885,0.002739726027357392,False,0,1,0,0,0,0
137,36,9,1,1.8579908675797014,0.012100456621283229,True,0,1,0,0,0,0
138,26,7,1,3.1666666666667425,0.0,True,0,0,1,0,0,0
139,21,1,1,2.883789954337999,0.010958904109429568,True,1,0,0,0,0,0
141,30,6,0,1.8634703196346436,0.02853881278542758,True,0,0,1,0,0,0
142,25,9,1,1.2472602739726426,0.002739726027357392,True,0,0,1,0,0,0
144,34,3,0,1.2867579908674998,0.04383561643840039,True,0,1,0,0,0,0
145,20,0,0,2.3278538812785428,0.002739726027357392,False,0,0,1,0,0,0
146,39,2,1,3.086073059360615,0.0,True,0,0,1,0,0,0
147,66,3,0,2.4413242009131864,0.08333333333325754,True,0,0,1,0,0,0
148,54,0,0,2.908447488584443,0.0,False,0,0,1,0,0,0
150,44,0,0,2.5641552511415284,0.002739726027357392,False,0,0,0,1,0,0
151,19,1,1,1.3305936073059002,0.024657534246443902,True,0,1,0,0,0,0
152,24,1,0,2.039497716894857,0.3716894977171705,True,0,1,0,0,0,0
153,30,1,0,2.508219178082072,0.0027397260275847657,True,0,1,0,0,0,0
154,39,0,1,2.5164383561643717,0.005479452054714784,False,0,0,1,0,0,0
155,32,8,0,1.294977168949572,0.0027397260275847657,False,0,1,0,0,0,0
156,24,8,1,2.889269406392714,0.03287671232874345,True,0,0,1,0,0,0
157,30,0,0,2.524657534246444,0.014840182648413247,True,0,0,1,0,0,0
158,31,0,0,1.9479452054795274,0.11347031963441623,True,0,0,1,0,0,0
159,39,1,0,2.75,0.2977168949771567,False,0,0,1,0,0,0
160,59,14,1,0.4835616438356283,0.2977168949771567,True,0,1,0,0,0,0
161,35,7,0,1.8442922374429145,0.0,True,0,0,1,0,0,0
162,24,0,0,1.7253424657533287,0.046575342465757785,False,1,0,0,0,0,0
163,43,1,0,2.652968036529728,0.002739726027357392,True,0,0,1,0,0,0
164,21,2,0,1.4029680365297281,0.005479452054714784,True,0,1,0,0,0,0
165,21,0,0,1.469863013698614,0.010958904109656942,False,0,1,0,0,0,0
166,21,3,1,3.0136986301370143,0.016438356164371726,True,0,1,0,0,0,0
167,27,0,0,1.7664383561643717,0.002739726027357392,True,0,1,0,0,0,0
168,20,0,0,1.4276255707763994,0.0,True,0,1,0,0,0,0
169,38,5,1,3.1502283105023707,0.008219178082072176,True,0,0,1,0,0,0
170,27,3,0,2.480821917808271,0.5696347031962432,True,0,1,0,0,0,0
171,34,0,0,3.0273972602740287,0.047716894976929325,True,0,0,1,0,0,0
172,30,3,0,1.2034246575342422,0.0,True,0,1,0,0,0,0
173,33,5,1,2.319634703196243,0.0,True,0,1,0,0,0,0
174,37,3,0,2.3141552511415284,0.002739726027357392,True,0,1,0,0,0,0
175,42,1,1,2.9863013698629857,0.002739726027357392,True,0,0,1,0,0,0
176,41,10,1,2.030136986301386,0.48630136986298567,True,0,1,0,0,0,0
177,22,0,1,2.3305936073059,0.002739726027357392,True,0,1,0,0,0,0
178,33,28,1,2.1666666666667425,0.005479452054714784,True,0,1,0,0,0,0
179,44,0,0,1.3634703196346436,0.001141552511626287,True,0,0,1,0,0,0
180,31,1,0,2.4111872146120277,0.002739726027357392,True,0,1,0,0,0,0
181,26,9,0,2.0586757990865863,0.002739726027357392,True,0,1,0,0,0,0
182,30,1,0,2.3700913242009847,0.002739726027357392,False,1,0,0,0,0,0
183,31,13,1,1.7527397260273574,1.2949771689497993,True,0,0,1,0,0,0
184,27,3,1,1.325114155250958,0.0027397260275847657,True,0,1,0,0,0,0
185,31,1,0,1.5027397260273574,0.002739726027357392,False,0,0,1,0,0,0
186,47,2,0,1.7664383561643717,0.002739726027357392,True,0,0,0,1,0,0
187,56,8,0,1.8607305936072862,0.22534246575332872,True,0,1,0,0,0,0
188,33,2,0,1.3755707762556995,0.03835616438368561,True,0,0,0,0,1,0
189,52,3,0,2.622831050228342,0.002739726027357392,True,0,0,1,0,0,0
190,33,19,1,2.203424657534242,0.002739726027357392,True,0,1,0,0,0,0
191,61,0,0,1.605251141552344,0.03949771689508452,True,0,0,1,0,0,0
192,64,2,0,2.0833333333332575,0.0,False,0,0,1,0,0,0
193,22,4,1,1.6420091324200712,0.03835616438368561,True,0,0,1,0,0,0
194,42,6,0,2.4972602739726426,0.0,True,0,0,1,0,0,0
195,25,2,0,2.214383561643899,0.008219178082072176,False,0,0,1,0,0,0
196,27,0,0,1.7867579908674998,0.002739726027357392,True,0,0,1,0,0,0
197,30,1,0,2.3579908675797014,0.009360730593925837,True,0,0,1,0,0,0
200,37,2,0,2.1979452054795274,0.005479452054714784,False,1,0,0,0,0,0
201,21,1,0,1.6803652968037568,0.002739726027357392,True,0,0,1,0,0,0
202,28,0,1,1.2308219178082709,0.002739726027357392,True,0,0,1,0,0,0
203,24,0,0,2.0942922374429145,0.005479452054714784,False,0,1,0,0,0,0
204,37,13,0,1.9808219178082709,0.08607305936061493,True,0,1,0,0,0,0
205,22,0,0,2.3700913242009847,0.02191780821908651,True,0,1,0,0,0,0
206,29,10,1,1.2977168949771567,0.019178082191729118,False,0,0,1,0,0,0
207,25,0,0,1.8783105022830568,0.0027397260275847657,False,0,0,1,0,0,0
208,44,2,1,2.1255707762556995,0.0,True,0,0,1,0,0,0
209,30,4,1,2.039497716894857,0.0,False,0,0,0,1,0,0
210,32,3,1,3.1748858447488146,0.021917808219313883,True,0,1,0,0,0,0
211,53,1,0,1.7977168949771567,0.002739726027357392,True,0,0,0,1,0,0
212,34,1,0,1.280136986301386,0.006621004566113697,True,1,0,0,0,0,0
213,31,2,1,2.5219178082190865,0.03949771689485715,True,0,0,1,0,0,0
214,27,5,0,2.5422374429222145,0.019178082191729118,True,0,1,0,0,0,0
215,31,1,1,3.152968036529728,0.002739726027357392,True,0,1,0,0,0,0
216,59,1,1,2.944063926940771,0.002739726027357392,True,0,0,1,0,0,0
217,28,15,0,1.9221461187214572,0.11735159817339991,True,0,1,0,0,0,0
219,23,0,0,1.3388127853879723,0.002739726027357392,True,0,0,1,0,0,0
220,20,1,0,2.3031963470318715,0.008219178082072176,False,0,1,0,0,0,0
221,42,2,0,1.7061643835615996,0.03013698630138606,True,0,1,0,0,0,0
222,43,0,0,2.825114155250958,0.0027397260275847657,False,0,0,1,0,0,0
223,38,9,1,1.8634703196346436,0.03675799086772713,True,0,1,0,0,0,0
224,32,11,1,1.2335616438356283,0.002739726027357392,True,0,1,0,0,0,0
225,33,8,1,2.2116438356163144,0.0027397260275847657,True,0,1,0,0,0,0
226,55,4,0,1.413926940639385,0.04497716894957193,True,0,1,0,0,0,0
227,31,0,1,1.383789954337999,0.005479452054714784,False,0,1,0,0,0,0
228,33,7,1,3.1025114155249867,0.06963470319647058,False,0,1,0,0,0,0
229,27,2,1,2.9057077625570855,0.002739726027357392,True,0,1,0,0,0,0
230,52,0,0,1.3579908675797014,0.0027397260275847657,True,0,1,0,0,0,0
231,20,0,0,2.2636986301370143,0.0,False,0,1,0,0,0,0
232,26,0,0,2.128310502283057,0.0027397260275847657,False,0,0,1,0,0,0
233,25,4,0,0.8634703196346436,0.7198630136986139,True,0,1,0,0,0,0
234,61,1,1,2.8755707762556995,0.002739726027357392,False,0,1,0,0,0,0
235,52,13,1,2.8223744292236006,0.005479452054942158,True,1,0,0,0,0,0
236,63,1,0,2.1310502283106416,0.04109589041081563,True,0,0,0,1,0,0
238,32,4,1,1.8865296803653564,0.019178082191729118,False,0,1,0,0,0,0
239,29,1,0,2.5164383561643717,0.002739726027357392,True,0,0,0,1,0,0
241,26,2,1,3.005479452054715,0.002739726027357392,False,0,1,0,0,0,0
242,55,3,0,2.8442922374429145,0.002739726027357392,True,0,1,0,0,0,0
243,39,1,0,2.0778538812785428,0.010958904109429568,True,0,0,1,0,0,0
244,30,3,1,1.4111872146120277,1.4495433789952585,False,0,0,1,0,0,0
245,30,1,0,2.836073059360615,0.19132420091341373,True,0,1,0,0,0,0
246,48,2,0,2.4616438356163144,0.0027397260275847657,True,0,0,1,0,0,0
247,33,0,0,1.1979452054795274,0.005479452054714784,True,0,0,1,0,0,0
248,22,1,0,2.8223744292236006,0.002739726027357392,True,0,1,0,0,0,0
249,46,6,1,2.9561643835615996,0.06301369863012951,True,0,0,1,0,0,0
250,41,5,0,1.3114155251139437,0.26095890410965694,True,0,0,1,0,0,0
251,49,6,0,2.1255707762556995,0.013698630137014334,False,0,0,1,0,0,0
252,31,0,0,2.889269406392714,0.005479452054714784,True,0,0,1,0,0,0
253,31,0,0,1.781278538812785,0.002739726027357392,True,0,1,0,0,0,0
254,25,1,1,2.4835616438356283,0.005479452054714784,True,0,1,0,0,0,0
255,31,3,0,1.7554794520547148,0.05045662100451409,True,0,1,0,0,0,0
256,21,0,0,1.938584474885829,0.009360730593698463,False,0,1,0,0,0,0
257,23,0,0,2.510958904109657,0.0,True,0,0,0,1,0,0
258,32,5,0,3.066894977168886,0.002739726027357392,False,0,1,0,0,0,0
259,52,2,0,3.0136986301370143,0.008219178082072176,True,0,0,0,1,0,0
260,62,8,0,3.0586757990865863,0.04383561643840039,True,0,1,0,0,0,0
261,30,2,0,2.438584474885829,0.002739726027357392,True,0,1,0,0,0,0
262,37,6,0,2.9002283105023707,0.2938356164384004,False,0,0,1,0,0,0
263,55,1,0,2.5778538812785428,0.0477168949771567,True,0,0,1,0,0,0
264,31,8,1,2.2335616438356283,0.3196347031962432,True,0,0,0,1,0,0
265,28,6,1,2.9835616438356283,0.002739726027357392,True,0,1,0,0,0,0
266,54,2,0,2.0219178082190865,0.5175799086757706,True,0,0,0,1,0,0
267,58,0,0,2.994520547945285,0.002739726027357392,True,0,0,0,1,0,0
268,78,1,1,1.4780821917806861,0.0027397260275847657,True,0,0,1,0,0,0
269,56,0,0,2.024657534246444,0.0027397260275847657,True,0,0,1,0,0,0
270,21,1,0,2.1079908675797014,0.028538812785654954,True,0,0,0,1,0,0
271,24,0,0,2.158447488584443,0.005479452054942158,True,1,0,0,0,0,0
272,38,22,1,1.5082191780820722,0.09155251141555709,True,0,1,0,0,0,0
273,39,3,0,1.3388127853879723,0.013698630137014334,True,0,1,0,0,0,0
274,35,0,0,1.8700913242009847,0.002739726027357392,True,0,0,1,0,0,0
275,22,1,1,1.883789954337999,0.0,True,0,1,0,0,0,0
277,47,23,1,3.1079908675797014,0.0027397260275847657,True,0,1,0,0,0,0
278,23,0,1,2.183105022831114,0.002739726027357392,True,0,1,0,0,0,0
279,57,1,0,2.3278538812785428,0.053196347032098856,True,0,0,0,1,0,0
280,38,2,1,2.7664383561643717,0.002739726027357392,False,0,0,1,0,0,0
281,66,3,1,2.774657534246444,0.005479452054942158,True,0,1,0,0,0,0
282,45,8,1,1.8700913242009847,0.19954337899525854,True,0,0,1,0,0,0
283,28,0,0,1.5696347031962432,0.002739726027357392,False,0,0,1,0,0,0
284,45,2,0,2.039497716894857,0.002739726027357392,True,1,0,0,0,0,0
286,32,13,1,1.4835616438356283,0.26369863013701433,True,0,1,0,0,0,0
287,37,2,1,2.2171232876712565,0.0,True,0,1,0,0,0,0
288,39,0,1,2.024657534246444,0.0027397260275847657,True,0,0,1,0,0,0
289,26,9,1,1.1134703196346436,0.21438356164389916,True,0,1,0,0,0,0
290,25,3,0,1.8579908675797014,0.0027397260275847657,True,0,1,0,0,0,0
291,45,2,0,2.1310502283106416,0.9835616438356283,True,0,0,1,0,0,0
292,57,7,0,1.780136986301386,0.0011415525113989133,False,0,0,1,0,0,0
293,23,0,1,1.8783105022830568,0.0027397260275847657,True,0,1,0,0,0,0
294,34,2,1,2.044977168949572,0.06963470319669796,True,0,1,0,0,0,0
295,38,14,0,1.8415525114153297,0.32511415525141274,True,0,1,0,0,0,0
297,23,1,0,2.5586757990865863,0.002739726027357392,False,0,1,0,0,0,0
298,36,2,1,2.1173515981736273,0.008219178082072176,True,1,0,0,0,0,0
299,50,1,0,2.494520547945285,0.005479452054714784,True,0,0,1,0,0,0
300,37,0,0,2.347031963470272,0.0,False,0,0,1,0,0,0
301,44,4,0,3.180365296803757,0.002739726027357392,True,0,0,1,0,0,0
302,35,23,1,1.6611872146120277,0.005479452054714784,False,0,1,0,0,0,0
303,31,1,0,1.3920091324200712,0.09977168949762927,True,0,0,1,0,0,0
304,24,5,1,1.4276255707763994,0.002739726027357392,True,1,0,0,0,0,0
305,40,3,0,2.5614155251139437,0.291095890411043,True,0,0,0,0,1,0
306,26,2,1,2.9002283105023707,0.002739726027357392,True,0,1,0,0,0,0
307,37,1,0,1.3579908675797014,0.005479452054942158,True,1,0,0,0,0,0
308,27,0,0,2.9561643835615996,0.00821917808229955,True,0,1,0,0,0,0
309,31,1,0,1.5696347031962432,0.002739726027357392,False,0,0,1,0,0,0
310,28,0,0,2.2922374429222145,0.07785388127877013,False,0,1,0,0,0,0
311,43,11,1,2.5,0.32785388127854276,True,0,0,1,0,0,0
313,28,7,1,2.4221461187214572,0.002739726027357392,False,0,0,1,0,0,0
314,38,0,0,1.8086757990865863,0.0,True,0,1,0,0,0,0
315,38,2,0,2.978082191780686,0.0027397260275847657,True,0,1,0,0,0,0
316,27,2,0,2.044977168949572,0.09703196347049925,True,0,0,1,0,0,0
317,28,1,0,3.0915525114153297,0.1052511415527988,False,0,1,0,0,0,0
318,21,1,0,3.1447488584474286,0.00821917808229955,True,0,1,0,0,0,0
319,56,7,1,2.978082191780686,0.0027397260275847657,True,0,0,1,0,0,0
320,38,15,0,3.0614155251139437,0.005479452054942158,True,0,1,0,0,0,0
321,28,2,0,2.36461187214627,0.002739726027357392,True,0,1,0,0,0,0
322,45,3,0,2.2867579908674998,0.5970319634704992,True,0,1,0,0,0,0
324,24,1,0,1.8892694063927138,0.002739726027357392,False,1,0,0,0,0,0
325,61,1,0,3.075114155250958,0.0027397260275847657,True,0,0,1,0,0,0
326,51,0,1,2.163926940639385,0.002739726027357392,False,0,0,1,0,0,0
327,51,0,0,2.36461187214627,0.002739726027357392,True,0,0,1,0,0,0
328,20,0,0,1.8305936073059002,0.0,True,0,0,1,0,0,0
329,36,1,1,3.180365296803757,0.002739726027357392,True,1,0,0,0,0,0
330,48,0,0,3.163926940639385,0.002739726027357392,True,0,1,0,0,0,0
331,37,4,1,2.8974885844750133,0.005479452054714784,True,0,0,1,0,0,0
332,30,2,0,2.825114155250958,0.00821917808229955,False,0,1,0,0,0,0
333,41,5,0,2.3525114155249867,0.0,False,0,1,0,0,0,0
334,27,11,1,2.2773972602740287,0.6091324200913277,True,0,1,0,0,0,0
335,37,0,1,3.066894977168886,0.005479452054714784,True,0,1,0,0,0,0
336,33,4,1,1.8607305936072862,0.006621004566341071,True,1,0,0,0,0,0
337,54,11,0,2.4972602739726426,0.35251141552498666,True,0,1,0,0,0,0
338,23,2,0,2.6474885844750133,0.19680365296790114,True,0,1,0,0,0,0
339,22,0,0,1.2116438356163144,0.005479452054942158,True,0,1,0,0,0,0
341,26,2,1,1.6200913242009847,0.6244292237443005,False,0,1,0,0,0,0
342,23,3,0,1.7922374429222145,0.002739726027357392,False,0,1,0,0,0,0
344,41,0,0,2.128310502283057,0.0027397260275847657,True,0,1,0,0,0,0
345,52,0,0,2.8223744292236006,0.002739726027357392,True,0,0,1,0,0,0
347,43,13,1,2.9166666666667425,0.1447488584472012,True,0,0,1,0,0,0
348,52,0,0,2.069634703196243,0.038356164383458236,True,0,1,0,0,0,0
349,28,1,0,2.819634703196243,0.00821917808229955,True,0,0,1,0,0,0
350,30,11,1,1.5997716894976293,0.002739726027357392,True,0,1,0,0,0,0
351,28,1,0,2.4413242009131864,0.01757990867577064,True,0,0,1,0,0,0
352,47,1,0,1.4057077625570855,0.10525114155257143,True,0,0,1,0,0,0
353,34,0,0,1.4561643835615996,0.002739726027357392,False,0,1,0,0,0,0
354,22,0,0,3.055936073059229,0.002739726027357392,True,0,1,0,0,0,0
355,30,4,0,3.019178082191729,0.0,True,0,1,0,0,0,0
356,25,4,0,2.355251141552344,0.002739726027357392,True,0,0,0,1,0,0
357,31,0,1,1.1173515981736273,0.08333333333325754,True,0,0,1,0,0,0
358,37,0,1,1.8031963470318715,0.09703196347049925,True,0,0,1,0,0,0
359,32,14,0,2.2363013698629857,0.002739726027357392,True,0,1,0,0,0,0
360,26,4,0,0.5164383561643717,0.2061643835615996,True,0,1,0,0,0,0
361,53,1,0,3.1557077625570855,0.002739726027357392,True,0,0,1,0,0,0
362,28,25,1,2.1079908675797014,0.06963470319669796,True,0,1,0,0,0,0
363,44,8,1,2.908447488584443,0.013698630137014334,True,0,0,1,0,0,0
364,25,0,0,2.5164383561643717,0.0,True,0,1,0,0,0,0
365,30,0,0,1.4440639269407711,0.002739726027357392,False,1,0,0,0,0,0
366,22,1,1,3.0997716894976293,0.01484018264864062,True,0,0,1,0,0,0
367,30,2,0,1.9468036529681285,0.3059360730592289,False,0,1,0,0,0,0
368,20,0,0,1.3031963470318715,0.002739726027357392,False,0,1,0,0,0,0
369,37,0,0,2.258219178082072,0.0027397260275847657,False,1,0,0,0,0,0
370,33,0,0,1.3579908675797014,0.0027397260275847657,False,0,0,1,0,0,0
371,47,2,0,1.8223744292236006,0.00821917808229955,False,0,0,1,0,0,0
372,40,3,0,2.3865296803653564,0.002739726027357392,False,1,0,0,0,0,0
373,24,0,0,1.9221461187214572,0.002739726027357392,True,1,0,0,0,0,0
374,36,8,1,1.5340182648401424,0.06027397260277212,True,0,0,1,0,0,0
375,30,4,0,2.294977168949572,0.16940639269432722,True,0,0,1,0,0,0
376,22,3,1,1.5422374429222145,0.002739726027357392,True,0,1,0,0,0,0
377,24,1,1,2.458904109588957,0.07785388127854276,False,0,0,1,0,0,0
378,27,3,1,1.7773972602740287,0.017579908675543265,True,0,1,0,0,0,0
379,31,0,0,3.008219178082072,0.0027397260275847657,False,0,0,0,1,0,0
